Id,Expression,Answer
10663,655-479,176
10664,547-586,-39
10665,160-855,-695
10666,581-312,269
10667,650-665,-15
10668,883-773,110
10669,512-17,495
10670,21-371,-350
10671,588-908,-320
10672,174-147,27
10673,775-444,331
10674,949-406,543
10675,300-373,-73
10676,430-395,35
10677,161-454,-293
10678,553-744,-191
10679,224-432,-208
10680,927-926,1
10681,812-779,33
10682,692-822,-130
10683,717-240,477
10684,826-495,331
10685,113-366,-253
10686,976-124,852
10687,722-650,72
10688,86-823,-737
10689,867-610,257
10690,479-974,-495
10691,951-209,742
10692,939-621,318
10693,65-655,-590
10694,751-922,-171
10695,867-195,672
10696,805-700,105
10697,749-781,-32
10698,324-994,-670
10699,595-23,572
10700,250-268,-18
10701,161-924,-763
10702,110-492,-382
10703,475-610,-135
10704,999-885,114
10705,678-118,560
10706,933-981,-48
10707,402-496,-94
10708,399-402,-3
10709,397-751,-354
10710,157-546,-389
10711,640-445,195
10712,613-33,580
10713,337-483,-146
10714,806-682,124
10715,673-446,227
10716,602-147,455
10717,56-506,-450
10718,559-116,443
10719,569-859,-290
10720,128-94,34
10721,913-193,720
10722,836-77,759
10723,173-749,-576
10724,259-827,-568
10725,898-332,566
10726,369-719,-350
10727,938-982,-44
10728,574-928,-354
10729,711-965,-254
10730,150-226,-76
10731,717-559,158
10732,76-614,-538
10733,718-251,467
10734,36-80,-44
10735,773-437,336
10736,748-909,-161
10737,72-67,5
10738,490-530,-40
10739,724-751,-27
10740,717-745,-28
10741,548-894,-346
10742,676-255,421
10743,592-365,227
10744,881-217,664
10745,986-918,68
10746,769-536,233
10747,132-680,-548
10748,926-357,569
10749,571-964,-393
10750,684-65,619
10751,966-48,918
10752,224-528,-304
10753,585-730,-145
10754,296-303,-7
10755,791-418,373
10756,817-872,-55
10757,152-431,-279
10758,428-368,60
10759,293-758,-465
10760,39-869,-830
10761,710-344,366
10762,88-817,-729
10763,961-509,452
10764,819-695,124
10765,94-911,-817
10766,972-415,557
10767,224-62,162
10768,349-803,-454
10769,830-74,756
10770,494-462,32
10771,98-896,-798
10772,81-210,-129
10773,301-366,-65
10774,112-638,-526
10775,303-627,-324
10776,407-981,-574
10777,107-442,-335
10778,766-161,605
10779,988-649,339
10780,550-351,199
10781,793-818,-25
10782,529-109,420
10783,141-989,-848
10784,664-256,408
10785,897-62,835
10786,380-834,-454
10787,253-748,-495
10788,887-196,691
10789,83-8,75
10790,718-999,-281
10791,521-266,255
10792,56-968,-912
10793,784-498,286
10794,963-824,139
10795,59-881,-822
10796,112-146,-34
10797,858-625,233
10798,416-500,-84
10799,869-163,706
10800,339-844,-505
10801,905-669,236
10802,340-473,-133
10803,937-338,599
10804,844-942,-98
10805,64-610,-546
10806,392-263,129
10807,77-327,-250
10808,672-534,138
10809,28-158,-130
10810,598-480,118
10811,299-72,227
10812,547-47,500
10813,60-233,-173
10814,291-379,-88
10815,904-82,822
10816,261-123,138
10817,384-96,288
10818,654-624,30
10819,829-749,80
10820,539-959,-420
10821,647-276,371
10822,73-992,-919
10823,995-151,844
10824,514-675,-161
10825,631-215,416
10826,10-737,-727
10827,979-429,550
10828,815-366,449
10829,265-936,-671
10830,561-309,252
10831,163-819,-656
10832,585-996,-411
10833,595-20,575
10834,755-937,-182
10835,342-116,226
10836,375-810,-435
10837,378-136,242
10838,647-456,191
10839,767-652,115
10840,550-923,-373
10841,740-493,247
10842,148-320,-172
10843,492-690,-198
10844,67-527,-460
10845,55-444,-389
10846,17-887,-870
10847,116-377,-261
10848,120-68,52
10849,422-919,-497
10850,648-497,151
10851,65-93,-28
10852,845-59,786
10853,780-477,303
10854,295-131,164
10855,659-267,392
10856,964-675,289
10857,459-308,151
10858,994-589,405
10859,55-697,-642
10860,662-381,281
10861,523-399,124
10862,98-55,43
10863,669-303,366
10864,561-901,-340
10865,927-985,-58
10866,885-648,237
10867,808-806,2
10868,59-364,-305
10869,554-162,392
10870,486-418,68
10871,749-47,702
10872,453-476,-23
10873,659-468,191
10874,636-105,531
10875,802-420,382
10876,559-102,457
10877,5-664,-659
10878,481-252,229
10879,709-967,-258
10880,841-124,717
10881,249-590,-341
10882,981-108,873
10883,388-391,-3
10884,9-690,-681
10885,260-532,-272
10886,523-418,105
10887,139-881,-742
10888,963-375,588
10889,37-906,-869
10890,711-523,188
10891,915-214,701
10892,157-427,-270
10893,837-278,559
10894,627-516,111
10895,317-60,257
10896,767-494,273
10897,676-509,167
10898,346-752,-406
10899,784-78,706
10900,776-689,87
10901,947-203,744
10902,705-382,323
10903,380-505,-125
10904,409-601,-192
10905,100-561,-461
10906,772-989,-217
10907,932-124,808
10908,512-239,273
10909,785-916,-131
10910,985-490,495
10911,481-566,-85
10912,583-138,445
10913,383-983,-600
10914,188-686,-498
10915,432-684,-252
10916,867-680,187
10917,111-123,-12
10918,180-687,-507
10919,128-176,-48
10920,382-608,-226
10921,684-334,350
10922,500-137,363
10923,885-48,837
10924,689-789,-100
10925,739-12,727
10926,864-298,566
10927,465-260,205
10928,880-272,608
10929,717-212,505
10930,336-578,-242
10931,16-464,-448
10932,511-55,456
10933,38-571,-533
10934,328-282,46
10935,571-286,285
10936,450-214,236
10937,245-643,-398
10938,311-971,-660
10939,680-415,265
10940,219-656,-437
10941,605-216,389
10942,414-189,225
10943,352-798,-446
10944,368-853,-485
10945,400-634,-234
10946,746-232,514
10947,974-155,819
10948,627-529,98
10949,904-668,236
10950,66-450,-384
10951,868-225,643
10952,471-918,-447
10953,447-371,76
10954,963-726,237
10955,381-4,377
10956,89-388,-299
10957,393-834,-441
10958,231-798,-567
10959,554-684,-130
10960,152-937,-785
10961,705-966,-261
10962,43-77,-34
10963,254-563,-309
10964,181-769,-588
10965,139-21,118
10966,826-277,549
10967,365-323,42
10968,150-821,-671
10969,527-258,269
10970,530-0,530
10971,879-945,-66
10972,40-326,-286
10973,942-94,848
10974,620-781,-161
10975,30-555,-525
10976,535-980,-445
10977,864-349,515
10978,694-411,283
10979,381-425,-44
10980,622-691,-69
10981,206-911,-705
10982,485-292,193
10983,183-56,127
10984,120-463,-343
10985,932-958,-26
10986,323-733,-410
10987,969-459,510
10988,69-471,-402
10989,806-494,312
10990,282-359,-77
10991,562-83,479
10992,109-642,-533
10993,981-475,506
10994,930-693,237
10995,829-285,544
10996,812-808,4
10997,376-939,-563
10998,857-378,479
10999,599-462,137
11000,772-21,751
11001,998-446,552
11002,853-180,673
11003,717-689,28
11004,576-131,445
11005,694-34,660
11006,922-771,151
11007,174-518,-344
11008,147-852,-705
11009,753-225,528
11010,347-88,259
11011,896-795,101
11012,898-364,534
11013,56-870,-814
11014,519-354,165
11015,22-636,-614
11016,291-5,286
11017,382-407,-25
11018,132-347,-215
11019,672-983,-311
11020,553-656,-103
11021,987-425,562
11022,105-741,-636
11023,829-683,146
11024,728-826,-98
11025,767-318,449
11026,921-575,346
11027,586-334,252
11028,956-398,558
11029,494-546,-52
11030,899-293,606
11031,315-16,299
11032,193-948,-755
11033,964-452,512
11034,970-452,518
11035,476-45,431
11036,885-259,626
11037,638-514,124
11038,891-443,448
11039,583-549,34
11040,281-253,28
11041,337-566,-229
11042,918-324,594
11043,142-566,-424
11044,282-49,233
11045,671-207,464
11046,710-424,286
11047,553-655,-102
11048,592-336,256
11049,221-665,-444
11050,245-347,-102
11051,753-897,-144
11052,93-925,-832
11053,229-182,47
11054,204-994,-790
11055,463-706,-243
11056,495-667,-172
11057,588-357,231
11058,430-400,30
11059,721-652,69
11060,24-45,-21
11061,346-713,-367
11062,17-9,8
11063,254-567,-313
11064,210-953,-743
11065,731-236,495
11066,794-779,15
11067,32-741,-709
11068,53-470,-417
11069,345-822,-477
11070,91-32,59
11071,291-419,-128
11072,60-995,-935
11073,116-518,-402
11074,275-419,-144
11075,200-41,159
11076,212-354,-142
11077,562-526,36
11078,808-402,406
11079,103-585,-482
11080,883-296,587
11081,775-240,535
11082,254-154,100
11083,111-677,-566
11084,627-508,119
11085,426-898,-472
11086,592-358,234
11087,986-773,213
11088,874-676,198
11089,174-871,-697
11090,323-635,-312
11091,695-536,159
11092,733-479,254
11093,642-394,248
11094,213-245,-32
11095,366-657,-291
11096,859-946,-87
11097,596-815,-219
11098,592-203,389
11099,34-391,-357
11100,183-997,-814
11101,658-183,475
11102,6-436,-430
11103,512-754,-242
11104,427-957,-530
11105,826-15,811
11106,999-352,647
11107,398-603,-205
11108,592-134,458
11109,452-822,-370
11110,950-106,844
11111,597-540,57
11112,186-399,-213
11113,541-622,-81
11114,720-410,310
11115,806-452,354
11116,129-869,-740
11117,862-199,663
11118,48-424,-376
11119,999-817,182
11120,125-465,-340
11121,798-742,56
11122,325-464,-139
11123,214-999,-785
11124,199-286,-87
11125,977-596,381
11126,560-665,-105
11127,894-379,515
11128,213-309,-96
11129,96-826,-730
11130,29-956,-927
11131,833-627,206
11132,246-948,-702
11133,316-11,305
11134,929-988,-59
11135,372-146,226
11136,955-638,317
11137,741-857,-116
11138,431-60,371
11139,749-979,-230
11140,968-591,377
11141,898-300,598
11142,640-980,-340
11143,288-112,176
11144,49-19,30
11145,882-706,176
11146,40-279,-239
11147,444-167,277
11148,613-85,528
11149,149-942,-793
11150,331-286,45
11151,562-546,16
11152,838-783,55
11153,762-890,-128
11154,135-98,37
11155,732-89,643
11156,778-677,101
11157,965-946,19
11158,206-678,-472
11159,128-660,-532
11160,87-871,-784
11161,780-776,4
11162,200-14,186
11163,937-507,430
11164,850-62,788
11165,355-559,-204
11166,130-585,-455
11167,685-367,318
11168,703-119,584
11169,535-82,453
11170,576-300,276
11171,139-922,-783
11172,742-882,-140
11173,431-69,362
11174,388-137,251
11175,279-380,-101
11176,28-35,-7
11177,614-517,97
11178,483-431,52
11179,257-528,-271
11180,330-540,-210
11181,594-495,99
11182,940-363,577
11183,1-839,-838
11184,879-562,317
11185,8-537,-529
11186,8-682,-674
11187,666-734,-68
11188,426-605,-179
11189,846-694,152
11190,829-735,94
11191,669-416,253
11192,169-747,-578
11193,519-869,-350
11194,899-40,859
11195,644-553,91
11196,357-45,312
11197,799-330,469
11198,44-2,42
11199,70-109,-39
11200,738-535,203
11201,860-650,210
11202,548-576,-28
11203,722-222,500
11204,912-289,623
11205,650-304,346
11206,269-768,-499
11207,855-890,-35
11208,445-284,161
11209,470-371,99
11210,488-55,433
11211,266-606,-340
11212,33-788,-755
11213,399-936,-537
11214,528-359,169
11215,111-784,-673
11216,490-563,-73
11217,103-44,59
11218,860-365,495
11219,700-519,181
11220,529-965,-436
11221,22-626,-604
11222,442-841,-399
11223,837-722,115
11224,431-839,-408
11225,543-82,461
11226,916-534,382
11227,345-199,146
11228,828-699,129
11229,487-938,-451
11230,757-243,514
11231,206-46,160
11232,528-637,-109
11233,498-655,-157
11234,498-160,338
11235,128-395,-267
11236,637-474,163
11237,797-30,767
11238,999-969,30
11239,847-112,735
11240,140-30,110
11241,762-187,575
11242,883-481,402
11243,945-592,353
11244,682-818,-136
11245,660-195,465
11246,470-850,-380
11247,282-715,-433
11248,596-442,154
11249,314-716,-402
11250,170-728,-558
11251,977-976,1
11252,495-896,-401
11253,768-726,42
11254,478-376,102
11255,185-381,-196
11256,550-715,-165
11257,565-786,-221
11258,16-220,-204
11259,848-920,-72
11260,62-140,-78
11261,654-417,237
11262,905-649,256
11263,813-298,515
11264,988-499,489
11265,302-423,-121
11266,830-508,322
11267,952-474,478
11268,547-788,-241
11269,148-612,-464
11270,504-880,-376
11271,418-890,-472
11272,761-804,-43
11273,312-230,82
11274,104-788,-684
11275,912-543,369
11276,941-927,14
11277,111-261,-150
11278,165-699,-534
11279,901-286,615
11280,741-761,-20
11281,778-194,584
11282,416-424,-8
11283,268-477,-209
11284,982-133,849
11285,522-994,-472
11286,506-528,-22
11287,775-95,680
11288,601-55,546
11289,906-744,162
11290,190-342,-152
11291,490-24,466
11292,732-656,76
11293,203-676,-473
11294,177-548,-371
11295,74-402,-328
11296,668-679,-11
11297,42-207,-165
11298,220-799,-579
11299,490-91,399
11300,686-286,400
11301,297-483,-186
11302,570-120,450
11303,820-706,114
11304,172-827,-655
11305,689-890,-201
11306,801-93,708
11307,52-652,-600
11308,687-424,263
11309,117-215,-98
11310,11-916,-905
11311,888-785,103
11312,410-423,-13
11313,993-588,405
11314,941-563,378
11315,615-685,-70
11316,670-847,-177
11317,724-677,47
11318,594-760,-166
11319,153-163,-10
11320,373-438,-65
11321,378-923,-545
11322,543-732,-189
11323,579-463,116
11324,297-636,-339
11325,434-281,153
11326,795-16,779
11327,347-30,317
11328,87-191,-104
11329,497-361,136
11330,138-928,-790
11331,235-891,-656
11332,264-84,180
11333,404-78,326
11334,774-264,510
11335,637-668,-31
11336,988-231,757
11337,864-794,70
11338,195-248,-53
11339,489-220,269
11340,665-111,554
11341,318-705,-387
11342,373-53,320
11343,510-49,461
11344,146-65,81
11345,545-254,291
11346,354-713,-359
11347,15-777,-762
11348,189-136,53
11349,247-844,-597
11350,540-831,-291
11351,240-383,-143
11352,932-237,695
11353,997-486,511
11354,970-251,719
11355,309-322,-13
11356,401-188,213
11357,274-799,-525
11358,183-638,-455
11359,322-140,182
11360,794-586,208
11361,464-394,70
11362,305-948,-643
11363,180-943,-763
11364,892-580,312
11365,615-831,-216
11366,202-270,-68
11367,283-120,163
11368,840-855,-15
11369,619-400,219
11370,472-539,-67
11371,754-744,10
11372,537-954,-417
11373,777-365,412
11374,303-222,81
11375,858-19,839
11376,181-531,-350
11377,101-71,30
11378,719-506,213
11379,865-621,244
11380,900-252,648
11381,185-308,-123
11382,77-812,-735
11383,935-471,464
11384,347-592,-245
11385,922-146,776
11386,405-761,-356
11387,25-731,-706
11388,364-131,233
11389,659-983,-324
11390,69-61,8
11391,223-754,-531
11392,71-203,-132
11393,844-960,-116
11394,251-513,-262
11395,432-569,-137
11396,99-709,-610
11397,693-985,-292
11398,245-138,107
11399,752-850,-98
11400,683-926,-243
11401,897-71,826
11402,294-522,-228
11403,659-595,64
11404,509-676,-167
11405,636-205,431
11406,280-297,-17
11407,187-617,-430
11408,53-250,-197
11409,857-971,-114
11410,718-975,-257
11411,744-701,43
11412,34-337,-303
11413,145-925,-780
11414,323-702,-379
11415,446-795,-349
11416,736-414,322
11417,22-750,-728
11418,169-7,162
11419,65-205,-140
11420,937-325,612
11421,795-910,-115
11422,282-284,-2
11423,9-577,-568
11424,441-698,-257
11425,115-925,-810
11426,881-268,613
11427,470-23,447
11428,186-211,-25
11429,265-404,-139
11430,548-166,382
11431,51-616,-565
11432,565-413,152
11433,543-44,499
11434,252-962,-710
11435,653-906,-253
11436,714-130,584
11437,532-503,29
11438,434-741,-307
11439,94-970,-876
11440,75-302,-227
11441,347-320,27
11442,347-422,-75
11443,182-927,-745
11444,445-475,-30
11445,941-715,226
11446,931-707,224
11447,709-820,-111
11448,199-538,-339
11449,169-0,169
11450,193-33,160
11451,179-555,-376
11452,804-969,-165
11453,288-935,-647
11454,343-898,-555
11455,828-569,259
11456,611-144,467
11457,646-214,432
11458,978-665,313
11459,497-321,176
11460,141-531,-390
11461,923-105,818
11462,692-111,581
11463,503-595,-92
11464,141-32,109
11465,339-461,-122
11466,863-524,339
11467,22-642,-620
11468,161-873,-712
11469,831-258,573
11470,216-493,-277
11471,230-139,91
11472,450-122,328
11473,952-123,829
11474,230-777,-547
11475,650-480,170
11476,393-808,-415
11477,25-661,-636
11478,395-923,-528
11479,209-544,-335
11480,123-40,83
11481,383-117,266
11482,940-324,616
11483,876-316,560
11484,244-414,-170
11485,968-310,658
11486,812-964,-152
11487,40-581,-541
11488,998-442,556
11489,440-394,46
11490,527-482,45
11491,593-879,-286
11492,32-256,-224
11493,714-200,514
11494,562-804,-242
11495,723-455,268
11496,386-270,116
11497,359-812,-453
11498,707-446,261
11499,824-646,178
11500,562-778,-216
11501,290-170,120
11502,824-692,132
11503,61-661,-600
11504,659-965,-306
11505,851-825,26
11506,189-918,-729
11507,248-857,-609
11508,989-261,728
11509,164-940,-776
11510,731-461,270
11511,366-996,-630
11512,986-347,639
11513,319-588,-269
11514,628-514,114
11515,840-711,129
11516,962-784,178
11517,968-934,34
11518,222-275,-53
11519,728-986,-258
11520,286-910,-624
11521,292-522,-230
11522,120-523,-403
11523,111-432,-321
11524,728-19,709
11525,314-933,-619
11526,735-367,368
11527,567-247,320
11528,228-17,211
11529,241-778,-537
11530,885-350,535
11531,286-956,-670
11532,897-93,804
11533,284-753,-469
11534,77-409,-332
11535,939-608,331
11536,647-230,417
11537,468-281,187
11538,412-939,-527
11539,764-603,161
11540,405-675,-270
11541,250-755,-505
11542,747-405,342
11543,538-805,-267
11544,296-299,-3
11545,352-884,-532
11546,911-838,73
11547,51-907,-856
11548,629-921,-292
11549,37-49,-12
11550,308-224,84
11551,646-949,-303
11552,177-946,-769
11553,466-811,-345
11554,89-487,-398
11555,950-364,586
11556,63-822,-759
11557,136-43,93
11558,171-102,69
11559,46-612,-566
11560,272-940,-668
11561,257-665,-408
11562,680-562,118
11563,340-994,-654
11564,866-807,59
11565,404-47,357
11566,136-400,-264
11567,522-834,-312
11568,197-981,-784
11569,32-417,-385
11570,433-418,15
11571,304-164,140
11572,464-11,453
11573,710-386,324
11574,790-899,-109
11575,151-294,-143
11576,134-43,91
11577,109-59,50
11578,198-774,-576
11579,607-181,426
11580,49-616,-567
11581,542-385,157
11582,646-648,-2
11583,381-156,225
11584,639-134,505
11585,166-550,-384
11586,409-802,-393
11587,439-230,209
11588,37-154,-117
11589,538-330,208
11590,818-19,799
11591,867-28,839
11592,392-794,-402
11593,97-898,-801
11594,61-992,-931
11595,634-839,-205
11596,765-112,653
11597,73-708,-635
11598,529-462,67
11599,534-971,-437
11600,9-710,-701
11601,142-654,-512
11602,135-348,-213
11603,165-659,-494
11604,522-121,401
11605,312-745,-433
11606,800-179,621
11607,605-15,590
11608,4-544,-540
11609,250-254,-4
11610,25-885,-860
11611,853-811,42
11612,930-765,165
11613,437-885,-448
11614,556-911,-355
11615,639-812,-173
11616,243-130,113
11617,795-926,-131
11618,477-25,452
11619,303-64,239
11620,175-615,-440
11621,21-154,-133
11622,101-342,-241
11623,347-669,-322
11624,903-1,902
11625,786-432,354
11626,319-500,-181
11627,171-178,-7
11628,127-489,-362
11629,397-362,35
11630,868-847,21
11631,450-589,-139
11632,612-185,427
11633,101-381,-280
11634,138-448,-310
11635,190-617,-427
11636,834-795,39
11637,270-376,-106
11638,316-960,-644
11639,512-255,257
11640,208-236,-28
11641,831-16,815
11642,0-359,-359
11643,413-213,200
11644,936-477,459
11645,9-6,3
11646,315-969,-654
11647,682-903,-221
11648,716-683,33
11649,262-325,-63
11650,402-492,-90
11651,918-320,598
11652,429-269,160
11653,753-272,481
11654,350-129,221
11655,500-750,-250
11656,973-997,-24
11657,750-397,353
11658,408-803,-395
11659,594-910,-316
11660,692-964,-272
11661,294-672,-378
11662,946-657,289
11663,503-442,61
11664,236-162,74
11665,451-753,-302
11666,176-44,132
11667,112-526,-414
11668,356-117,239
11669,259-321,-62
11670,471-177,294
11671,495-544,-49
11672,366-610,-244
11673,463-955,-492
11674,759-85,674
11675,461-366,95
11676,513-111,402
11677,572-967,-395
11678,294-394,-100
11679,936-24,912
11680,995-335,660
11681,626-454,172
11682,901-298,603
11683,332-57,275
11684,149-902,-753
11685,893-846,47
11686,385-287,98
11687,216-77,139
11688,836-472,364
11689,145-404,-259
11690,812-424,388
11691,701-511,190
11692,570-480,90
11693,959-533,426
11694,633-997,-364
11695,662-530,132
11696,295-279,16
11697,783-658,125
11698,8-311,-303
11699,321-34,287
11700,59-82,-23
11701,502-984,-482
11702,845-936,-91
11703,128-54,74
11704,885-674,211
11705,877-238,639
11706,943-262,681
11707,757-930,-173
11708,142-176,-34
11709,269-782,-513
11710,947-259,688
11711,312-250,62
11712,135-300,-165
11713,333-409,-76
11714,672-921,-249
11715,54-612,-558
11716,658-155,503
11717,390-605,-215
11718,776-489,287
11719,226-854,-628
11720,797-993,-196
11721,912-820,92
11722,996-24,972
11723,330-874,-544
11724,479-577,-98
11725,32-618,-586
11726,506-844,-338
11727,679-203,476
11728,978-583,395
11729,520-536,-16
11730,605-826,-221
11731,128-403,-275
11732,990-842,148
11733,285-172,113
11734,903-724,179
11735,733-42,691
11736,37-169,-132
11737,821-844,-23
11738,858-791,67
11739,805-361,444
11740,895-821,74
11741,45-612,-567
11742,844-459,385
11743,940-618,322
11744,35-177,-142
11745,201-211,-10
11746,845-624,221
11747,614-601,13
11748,967-950,17
11749,231-369,-138
11750,544-27,517
11751,188-212,-24
11752,887-232,655
11753,125-345,-220
11754,456-24,432
11755,657-301,356
11756,794-836,-42
11757,589-166,423
11758,79-839,-760
11759,225-938,-713
11760,256-242,14
11761,582-847,-265
11762,781-741,40
11763,261-587,-326
11764,24-824,-800
11765,260-397,-137
11766,707-890,-183
11767,420-245,175
11768,606-160,446
11769,4-9,-5
11770,970-930,40
11771,499-701,-202
11772,832-690,142
11773,322-816,-494
11774,855-291,564
11775,74-796,-722
11776,556-820,-264
11777,658-615,43
11778,71-949,-878
11779,433-640,-207
11780,920-890,30
11781,774-621,153
11782,435-953,-518
11783,475-640,-165
11784,805-984,-179
11785,103-471,-368
11786,127-152,-25
11787,523-835,-312
11788,317-742,-425
11789,706-362,344
11790,891-565,326
11791,973-619,354
11792,862-586,276
11793,411-310,101
11794,228-47,181
11795,479-893,-414
11796,682-380,302
11797,683-505,178
11798,4-523,-519
11799,91-71,20
11800,808-119,689
11801,35-606,-571
11802,419-477,-58
11803,366-141,225
11804,77-10,67
11805,548-298,250
11806,746-85,661
11807,19-323,-304
11808,548-828,-280
11809,198-254,-56
11810,917-257,660
11811,922-567,355
11812,366-754,-388
11813,221-530,-309
11814,87-791,-704
11815,727-746,-19
11816,987-727,260
11817,837-285,552
11818,237-520,-283
11819,806-347,459
11820,536-703,-167
11821,304-58,246
11822,400-301,99
11823,547-29,518
11824,417-778,-361
11825,393-736,-343
11826,843-933,-90
11827,958-82,876
11828,362-349,13
11829,311-497,-186
11830,653-74,579
11831,90-762,-672
11832,406-885,-479
11833,537-937,-400
11834,52-352,-300
11835,501-862,-361
11836,961-330,631
11837,522-332,190
11838,425-915,-490
11839,868-162,706
11840,747-882,-135
11841,881-308,573
11842,506-456,50
11843,778-252,526
11844,563-580,-17
11845,424-894,-470
11846,361-62,299
11847,95-959,-864
11848,828-19,809
11849,201-382,-181
11850,570-275,295
11851,843-268,575
11852,376-922,-546
11853,553-455,98
11854,185-145,40
11855,248-877,-629
11856,468-463,5
11857,345-427,-82
11858,81-5,76
11859,867-396,471
11860,468-655,-187
11861,433-481,-48
11862,683-747,-64
11863,622-6,616
11864,581-631,-50
11865,521-779,-258
11866,334-679,-345
11867,403-176,227
11868,289-827,-538
11869,427-801,-374
11870,393-874,-481
11871,378-579,-201
11872,44-532,-488
11873,868-221,647
11874,332-760,-428
11875,173-526,-353
11876,853-825,28
11877,712-123,589
11878,135-394,-259
11879,723-173,550
11880,393-180,213
11881,838-783,55
11882,574-688,-114
11883,656-330,326
11884,602-921,-319
11885,373-120,253
11886,786-292,494
11887,100-598,-498
11888,506-974,-468
11889,379-650,-271
11890,90-465,-375
11891,483-155,328
11892,789-877,-88
11893,744-48,696
11894,567-135,432
11895,817-921,-104
11896,809-454,355
11897,336-555,-219
11898,159-49,110
11899,573-359,214
11900,860-758,102
11901,792-383,409
11902,685-681,4
11903,328-272,56
11904,600-936,-336
11905,300-210,90
11906,505-674,-169
11907,206-382,-176
11908,359-44,315
11909,825-415,410
11910,241-320,-79
11911,496-992,-496
11912,625-263,362
11913,643-487,156
11914,148-458,-310
11915,496-497,-1
11916,575-153,422
11917,18-629,-611
11918,378-913,-535
11919,178-682,-504
11920,955-733,222
11921,102-314,-212
11922,166-2,164
11923,606-702,-96
11924,5-33,-28
11925,935-993,-58
11926,252-165,87
11927,984-454,530
11928,56-167,-111
11929,952-646,306
11930,720-260,460
11931,621-815,-194
11932,955-276,679
11933,442-227,215
11934,682-480,202
11935,665-983,-318
11936,513-380,133
11937,370-763,-393
11938,565-924,-359
11939,954-527,427
11940,412-570,-158
11941,808-194,614
11942,115-258,-143
11943,281-355,-74
11944,822-505,317
11945,432-684,-252
11946,244-757,-513
11947,300-732,-432
11948,691-11,680
11949,322-503,-181
11950,181-188,-7
11951,666-139,527
11952,16-878,-862
11953,108-159,-51
11954,937-415,522
11955,628-520,108
11956,119-864,-745
11957,968-640,328
11958,296-705,-409
11959,657-325,332
11960,826-317,509
11961,938-355,583
11962,958-495,463
11963,178-183,-5
11964,237-785,-548
11965,321-747,-426
11966,53-576,-523
11967,597-680,-83
11968,74-334,-260
11969,620-657,-37
11970,17-887,-870
11971,445-187,258
11972,138-660,-522
11973,65-856,-791
11974,55-974,-919
11975,323-812,-489
11976,358-899,-541
11977,180-442,-262
11978,263-208,55
11979,845-286,559
11980,102-189,-87
11981,398-109,289
11982,434-560,-126
11983,278-714,-436
11984,434-322,112
11985,810-799,11
11986,43-459,-416
11987,855-619,236
11988,448-663,-215
11989,287-823,-536
11990,601-619,-18
11991,181-747,-566
11992,993-205,788
11993,190-429,-239
11994,810-359,451
11995,697-750,-53
11996,287-733,-446
11997,915-489,426
11998,326-109,217
11999,861-96,765
12000,30-490,-460
12001,851-549,302
12002,184-333,-149
12003,488-670,-182
12004,498-531,-33
12005,607-795,-188
12006,354-2,352
12007,221-953,-732
12008,300-930,-630
12009,741-157,584
12010,239-86,153
12011,248-561,-313
12012,462-533,-71
12013,80-930,-850
12014,179-776,-597
12015,648-448,200
12016,94-344,-250
12017,735-553,182
12018,590-791,-201
12019,847-180,667
12020,479-350,129
12021,265-395,-130
12022,388-881,-493
12023,661-620,41
12024,931-379,552
12025,195-502,-307
12026,643-805,-162
12027,215-245,-30
12028,56-257,-201
12029,623-842,-219
12030,25-674,-649
12031,192-479,-287
12032,197-882,-685
12033,552-54,498
12034,796-132,664
12035,266-368,-102
12036,387-99,288
12037,456-677,-221
12038,950-801,149
12039,569-416,153
12040,330-631,-301
12041,613-320,293
12042,181-580,-399
12043,674-311,363
12044,783-510,273
12045,80-206,-126
12046,790-457,333
12047,225-433,-208
12048,47-50,-3
12049,743-167,576
12050,851-692,159
12051,321-526,-205
12052,510-289,221
12053,443-311,132
12054,533-708,-175
12055,58-330,-272
12056,695-454,241
12057,144-806,-662
12058,692-630,62
12059,895-582,313
12060,35-821,-786
12061,401-174,227
12062,635-171,464
12063,775-323,452
12064,141-517,-376
12065,170-814,-644
12066,612-326,286
12067,570-456,114
12068,401-208,193
12069,287-88,199
12070,765-271,494
12071,446-19,427
12072,310-539,-229
12073,795-863,-68
12074,322-84,238
12075,196-802,-606
12076,66-510,-444
12077,363-996,-633
12078,445-878,-433
12079,740-844,-104
12080,969-864,105
12081,410-712,-302
12082,929-984,-55
12083,947-25,922
12084,200-440,-240
12085,406-937,-531
12086,327-254,73
12087,900-172,728
12088,41-878,-837
12089,535-281,254
12090,951-256,695
12091,243-734,-491
12092,535-245,290
12093,85-992,-907
12094,855-5,850
12095,685-479,206
12096,31-53,-22
12097,399-820,-421
12098,70-270,-200
12099,768-980,-212
12100,487-476,11
12101,281-655,-374
12102,86-982,-896
12103,196-720,-524
12104,241-901,-660
12105,932-644,288
12106,675-616,59
12107,519-581,-62
12108,824-290,534
12109,20-276,-256
12110,574-934,-360
12111,752-143,609
12112,494-573,-79
12113,775-616,159
12114,487-546,-59
12115,138-165,-27
12116,182-160,22
12117,690-376,314
12118,4-197,-193
12119,829-645,184
12120,342-382,-40
12121,893-109,784
12122,737-875,-138
12123,224-273,-49
12124,416-90,326
12125,803-234,569
12126,195-150,45
12127,368-350,18
12128,417-364,53
12129,509-255,254
12130,319-961,-642
12131,629-49,580
12132,935-375,560
12133,105-897,-792
12134,794-162,632
